Module	Section	Sample Name	Source
Picard	QualityYieldMetrics	SRR7828564_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828564_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR7828563_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828563_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR7828567_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828567_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR7828566_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828566_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR7828571_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828571_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR7828574_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828574_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR7828562_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828562_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR7828568_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828568_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR7828565_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828565_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR7828572_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/GSE100148/results/picard/SRR7828572_quality_yield_metrics.txt
STAR	SummaryLog	SRR7828567	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828567.Log.final.out
STAR	SummaryLog	SRR7828573	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828573.Log.final.out
STAR	SummaryLog	SRR7828563	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828563.Log.final.out
STAR	SummaryLog	SRR7828576	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828576.Log.final.out
STAR	SummaryLog	SRR7828564	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828564.Log.final.out
STAR	SummaryLog	SRR7828568	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828568.Log.final.out
STAR	SummaryLog	SRR7828566	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828566.Log.final.out
STAR	SummaryLog	SRR7828562	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828562.Log.final.out
STAR	SummaryLog	SRR7828574	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828574.Log.final.out
STAR	SummaryLog	SRR7828575	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828575.Log.final.out
STAR	SummaryLog	SRR7828570	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828570.Log.final.out
STAR	SummaryLog	SRR7828571	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828571.Log.final.out
STAR	SummaryLog	SRR7828572	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828572.Log.final.out
STAR	SummaryLog	SRR7828565	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828565.Log.final.out
STAR	SummaryLog	SRR7828569	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828569.Log.final.out
STAR	SummaryLog	Log.final.out	/work/ugbogu/pipeline/data/nbl/GSE100148/results/star/SRR7828568._STARpass1/Log.final.out
FastQC	all_sections	SRR7828569_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828569_1_fastqc.zip
FastQC	all_sections	SRR7828574_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828574_2_fastqc.zip
FastQC	all_sections	SRR7828570_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828570_2_fastqc.zip
FastQC	all_sections	SRR7828573_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828573_1_fastqc.zip
FastQC	all_sections	SRR7828572_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828572_2_fastqc.zip
FastQC	all_sections	SRR7828564_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828564_1_fastqc.zip
FastQC	all_sections	SRR7828563_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828563_2_fastqc.zip
FastQC	all_sections	SRR7828566_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828566_1_fastqc.zip
FastQC	all_sections	SRR7828570_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828570_1_fastqc.zip
FastQC	all_sections	SRR7828562_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828562_2_fastqc.zip
FastQC	all_sections	SRR7828565_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828565_2_fastqc.zip
FastQC	all_sections	SRR7828571_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828571_2_fastqc.zip
FastQC	all_sections	SRR7828575_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828575_2_fastqc.zip
FastQC	all_sections	SRR7828562_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828562_1_fastqc.zip
FastQC	all_sections	SRR7828565_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828565_1_fastqc.zip
FastQC	all_sections	SRR7828566_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828566_2_fastqc.zip
FastQC	all_sections	SRR7828567_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828567_2_fastqc.zip
FastQC	all_sections	SRR7828569_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828569_2_fastqc.zip
FastQC	all_sections	SRR7828576_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828576_1_fastqc.zip
FastQC	all_sections	SRR7828564_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828564_2_fastqc.zip
FastQC	all_sections	SRR7828575_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828575_1_fastqc.zip
FastQC	all_sections	SRR7828568_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828568_2_fastqc.zip
FastQC	all_sections	SRR7828572_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828572_1_fastqc.zip
FastQC	all_sections	SRR7828574_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828574_1_fastqc.zip
FastQC	all_sections	SRR7828573_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828573_2_fastqc.zip
FastQC	all_sections	SRR7828567_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828567_1_fastqc.zip
FastQC	all_sections	SRR7828571_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828571_1_fastqc.zip
FastQC	all_sections	SRR7828576_2	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828576_2_fastqc.zip
FastQC	all_sections	SRR7828568_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828568_1_fastqc.zip
FastQC	all_sections	SRR7828563_1	/work/ugbogu/pipeline/data/nbl/GSE100148/results/fastqc/SRR7828563_1_fastqc.zip
