method	query_id	query_name	category	query_family	cohort	marker_source_class	evidence_class	contrast	direction	gene_count	gene_list_path	background_name	background_count	background_path	background_strategy	source_marker_table	ranked_genes_path	ordered	custom_background_available	skip	skipped_reason	minimum_query_size
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_rbl_evidence_anchor_singleton_ranked	ranked_marker_source_panel__cohort_rbl_evidence_anchor_singleton_ranked	cohort_evidence_class	cohort_evidence_class	RBL	NA	anchor_singleton_ranked	NA	ALL	24	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_evidence_anchor_singleton_ranked.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_evidence_anchor_singleton_ranked_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__evidence_ranked_nonrecurrent_marker	ranked_marker_source_panel__evidence_ranked_nonrecurrent_marker	evidence_class	evidence_class	ALL	NA	ranked_nonrecurrent_marker	NA	ALL	334	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__evidence_ranked_nonrecurrent_marker.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__evidence_ranked_nonrecurrent_marker_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_brca_evidence_ranked_nonrecurrent_marker	ranked_marker_source_panel__cohort_brca_evidence_ranked_nonrecurrent_marker	cohort_evidence_class	cohort_evidence_class	BRCA	NA	ranked_nonrecurrent_marker	NA	ALL	201	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_evidence_ranked_nonrecurrent_marker.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_evidence_ranked_nonrecurrent_marker_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_nbl_evidence_ranked_nonrecurrent_marker	ranked_marker_source_panel__cohort_nbl_evidence_ranked_nonrecurrent_marker	cohort_evidence_class	cohort_evidence_class	NBL	NA	ranked_nonrecurrent_marker	NA	ALL	95	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_evidence_ranked_nonrecurrent_marker.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_evidence_ranked_nonrecurrent_marker_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_rbl_evidence_ranked_nonrecurrent_marker	ranked_marker_source_panel__cohort_rbl_evidence_ranked_nonrecurrent_marker	cohort_evidence_class	cohort_evidence_class	RBL	NA	ranked_nonrecurrent_marker	NA	ALL	38	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_evidence_ranked_nonrecurrent_marker.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_evidence_ranked_nonrecurrent_marker_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__direction_up	ranked_marker_source_panel__direction_up	direction	direction	ALL	NA	NA	NA	UP	73	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__direction_up.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__direction_up_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_brca_direction_up	ranked_marker_source_panel__cohort_brca_direction_up	cohort_direction	cohort_direction	BRCA	NA	NA	NA	UP	46	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_direction_up.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_direction_up_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_nbl_direction_up	ranked_marker_source_panel__cohort_nbl_direction_up	cohort_direction	cohort_direction	NBL	NA	NA	NA	UP	11	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_direction_up.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_nbl_direction_up_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_rbl_direction_up	ranked_marker_source_panel__cohort_rbl_direction_up	cohort_direction	cohort_direction	RBL	NA	NA	NA	UP	16	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_direction_up.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_rbl_direction_up_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__marker_source_class_anchor_direction_up	ranked_marker_source_panel__marker_source_class_anchor_direction_up	marker_source_class_direction	marker_source_class_direction	ALL	anchor	NA	NA	UP	47	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__marker_source_class_anchor_direction_up.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__marker_source_class_anchor_direction_up_ranked.tsv	FALSE	TRUE	FALSE	NA	3
ranked_marker_source_pan_cancer_panel	ranked_marker_source_panel__cohort_brca_marker_source_class_anchor_direction_up	ranked_marker_source_panel__cohort_brca_marker_source_class_anchor_direction_up	cohort_marker_source_class_direction	cohort_marker_source_class_direction	BRCA	anchor	NA	NA	UP	35	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_marker_source_class_anchor_direction_up.tsv	ranked_marker_source_panel__eligible_marker_selection_universe	1346	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/backgrounds/ranked_marker_source_panel__eligible_marker_selection_universe.tsv	active eligible marker-selection universe	NA	results/unsupervised/pan_cancer/enrichment/ranked_marker_source_panel/query_genes/ranked_marker_source_panel__cohort_brca_marker_source_class_anchor_direction_up_ranked.tsv	FALSE	TRUE	FALSE	NA	3
